sample_id,pae_mean,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry
vdjdb_full_17533,3.0308957,10.7,1.6378887,2.6,1.3,5.3,0.8707482993197279,0.0,1.1676869
vdjdb_full_17662,3.7098765,11.8,1.8979386,3.4,1.5,6.3,0.7901234567901234,0.0,1.3873457
vdjdb_full_17676,6.794136,18.1,3.6479654,7.1,1.9,11.3,0.36574074074074076,0.010802469135802469,1.8512347
vdjdb_full_17680,4.023962,16.5,2.2941227,3.6,1.5,7.1,0.7716262975778547,0.0017301038062283738,1.6198963
vdjdb_full_17685,5.4963336,20.7,3.4135022,5.0,1.6,9.3,0.48777777777777775,0.023333333333333334,2.1735556
vdjdb_full_17688,6.305714,20.8,3.6760428,5.9,1.8,11.1,0.40653061224489795,0.017959183673469388,2.4324896
vdjdb_full_17712,4.6994443,17.3,2.5958107,4.4,1.8,7.9,0.5922222222222222,0.0044444444444444444,1.7411112
vdjdb_full_17714,5.25541,15.9,2.852526,4.9,1.7,8.8,0.5065398335315101,0.0023781212841854932,1.8302021
vdjdb_full_17715,4.0611396,11.5,1.8050438,3.9,1.7,6.4,0.7326515704894083,0.0,1.0686632
vdjdb_full_17717,2.513223,8.0,1.1133754,2.4,1.2,4.0,0.9660238751147842,0.0,0.7013774
vdjdb_full_17719,4.076384,16.5,2.5896294,3.6,1.4,7.1499996,0.7396193771626297,0.0017301038062283738,1.7790658
vdjdb_full_17720,4.3592772,21.7,3.60158,3.2,1.3,8.269995,0.712890625,0.029296875,2.286914
vdjdb_full_17830,2.0683196,6.4,0.845719,2.0,1.0,3.1,0.9908172635445363,0.0,0.3728191
vdjdb_full_17833,3.2911837,11.4,1.9836608,2.8,1.3,6.3,0.8448979591836735,0.0,1.4146938
vdjdb_full_17835,2.96019,7.8,1.4029813,2.7,1.3,5.1,0.8940832724616509,0.0,1.0347699
vdjdb_full_17839,6.201972,17.0,3.2654717,5.8,2.0,10.5,0.38714390065741416,0.015339663988312637,2.3215487
vdjdb_full_17847,5.4416246,18.9,3.4809039,4.7,1.7900009,10.4,0.52125,0.016875,2.2335
vdjdb_full_17857,4.537544,15.4,2.683538,4.5,1.2,7.9,0.5735294117647058,0.0025951557093425604,1.648443
vdjdb_full_17859,3.1641977,8.1,1.3839347,3.2,1.2800003,4.9,0.9053497942386831,0.0,0.733882
vdjdb_full_17861,5.30351,17.0,2.8486955,5.0,1.7,9.1,0.4987755102040816,0.0032653061224489797,2.1590207
vdjdb_full_17864,4.59628,14.9,2.3222435,4.5,1.7,7.3,0.5709342560553633,0.0,1.3742216
vdjdb_full_17914,1.7817109,4.0,0.5828853,1.7,1.0,2.5,1.0,0.0,0.32712665
vdjdb_full_17916,3.4680269,18.1,2.6203206,2.75,1.2,6.05,0.8693181818181818,0.005165289256198347,1.8304753
vdjdb_full_17917,2.7142222,9.4,1.3519205,2.5,1.2,4.5,0.9224691358024691,0.0,0.94607407
vdjdb_full_17930,5.576389,18.5,3.0300627,5.3500004,1.8,9.3,0.4398148148148148,0.009259259259259259,1.9512345
vdjdb_full_17940,2.503858,13.6,1.8492576,2.1,1.1,3.7,0.9320987654320988,0.0,1.0780864
vdjdb_full_17941,3.0793388,9.8,1.7742379,3.0,0.9,5.0,0.8925619834710744,0.0,1.1933885
vdjdb_full_17959,2.3270082,10.7,1.4696012,1.9,1.0,4.1,0.9307479224376731,0.0,0.9817174
vdjdb_full_17960,2.7711911,12.2,1.7200911,2.3,1.1,5.1,0.8926592797783933,0.0,1.136011
vdjdb_full_17962,2.5070853,12.0,1.6030152,2.0,1.1,4.619995,0.9130752373995618,0.0,1.0515705
vdjdb_full_17964,2.308179,9.5,1.471623,1.9,1.0,4.3,0.9282407407407407,0.0,0.99660504
vdjdb_full_17965,2.3224375,10.8,1.4859949,1.9,1.0,4.369995,0.9307479224376731,0.0,0.968975
vdjdb_full_18,3.4225602,10.6,1.9901485,3.0,1.2,6.5,0.7952,0.0,1.41472
vdjdb_full_18067,4.408106,15.1,2.4837956,4.0,1.4,7.6,0.66796875,0.0009765625,1.9146484
vdjdb_full_18068,10.612118,23.7,5.747501,12.1,2.0,17.469995,0.22321428571428573,0.22448979591836735,2.7997448
vdjdb_full_18070,3.108448,12.4,1.6292219,2.9,1.3,5.2,0.8898071625344353,0.0,1.0073462
vdjdb_full_18076,3.1844954,11.6,1.6773012,2.9,1.4,5.2,0.8772112382934444,0.0,1.250156
vdjdb_full_18077,6.9752345,22.8,4.262008,6.5,1.8,12.5,0.3194588969823101,0.05723204994797086,3.1363163
vdjdb_full_18078,3.2292387,17.3,2.0926697,2.9,1.2,5.1499996,0.8901384083044983,0.0025951557093425604,1.33391
vdjdb_full_18151,3.2466798,15.5,2.4694438,2.6,1.1,6.3,0.861328125,0.001953125,1.6039062
vdjdb_full_18153,2.5502596,9.2,1.2739369,2.3,1.1,4.2,0.9455017301038062,0.0,0.8849481
vdjdb_full_18154,3.5132966,19.9,2.841872,2.7,1.3,6.1,0.8441828254847645,0.02008310249307479,1.8825485
vdjdb_full_18155,5.0646667,21.0,3.336711,4.3,1.4,9.3,0.5933333333333334,0.02,2.6053333
vdjdb_full_18157,2.0216305,5.6,0.72636926,2.0,1.1,3.0,0.9993425378040762,0.0,0.42011833
vdjdb_full_18158,6.9092746,17.8,4.382476,6.2,1.5,12.4,0.44811753902662993,0.011019283746556474,1.6705234
vdjdb_full_18159,2.3152223,5.7,0.86767983,2.2,1.2,3.4,0.9911111111111112,0.0,0.5153333
vdjdb_full_18160,2.6384754,12.1,1.523841,2.3,1.2,4.4199953,0.9219467401285583,0.0,1.0506886
vdjdb_full_18161,3.0036132,13.2,2.1174674,2.4,1.1,6.1,0.849609375,0.0,1.5154297
vdjdb_full_18164,3.813007,20.4,3.5800269,2.5,1.1,8.6,0.8064516129032258,0.02497398543184183,2.3706558
vdjdb_full_18165,2.454204,6.4,0.9576676,2.4,1.2,3.7,0.9877551020408163,0.0,0.44930613
vdjdb_full_18172,3.290723,12.4,1.8998812,2.8,1.2,5.9199953,0.8319941563184806,0.0,1.5339664
vdjdb_full_18196,6.53214,25.6,4.641801,6.2,1.4,13.219995,0.42699724517906334,0.06152433425160698,2.865932
vdjdb_full_18200,3.936678,14.5,2.1640635,3.5,1.4,6.9,0.7465397923875432,0.0,1.8183391
vdjdb_full_18201,6.952572,19.4,4.4352956,6.6,1.6,13.259997,0.42775510204081635,0.04,2.5164082
vdjdb_full_18206,4.086204,13.4,2.2769468,3.7,1.5,7.1,0.6963265306122449,0.0,1.8795102
vdjdb_full_18207,6.077422,18.4,3.4725842,5.6,1.7,11.0,0.3875432525951557,0.018166089965397925,2.4977508
vdjdb_full_18302,3.4558823,15.3,2.235273,2.9,1.2,6.3,0.8200692041522492,0.0008650519031141869,1.4484429
vdjdb_full_18311,5.9603305,18.5,3.526404,5.8,1.5,10.6,0.41597796143250687,0.020202020202020204,2.377594
vdjdb_full_18413,4.4452424,12.7,2.3728611,4.2,1.5,7.7,0.6115916955017301,0.0,1.4178201
vdjdb_full_18414,4.275674,15.0,2.3322172,3.8,1.6,7.6,0.6903353057199211,0.0,1.8441814
vdjdb_full_18415,3.3753085,10.8,1.5758375,3.3,1.4,5.3,0.8641975308641975,0.0,1.0317901
vdjdb_full_193,3.997736,14.3,2.197572,3.6,1.4,7.2,0.7516435354273192,0.0,1.6667641
vdjdb_full_1982,4.5951557,12.4,2.4604049,4.5,1.4,7.9,0.5648788927335641,0.0,1.5311419
vdjdb_full_2,4.079786,10.3,2.2131958,4.0,1.2,7.2,0.6516052318668252,0.0,0.80737215
vdjdb_full_20,3.715912,14.4,2.158022,3.4,1.2,6.4200015,0.7791495198902606,0.0,1.5042523
vdjdb_full_2069,3.496605,10.6,1.6940585,3.3,1.4,5.75,0.8279320987654321,0.0,1.2358025
vdjdb_full_2072,4.0226126,17.3,2.3328538,3.6,1.5,6.9,0.7526530612244898,0.0032653061224489797,1.689306
vdjdb_full_2073,2.9274564,10.8,1.5687459,2.6,1.3,4.9,0.9017447199265382,0.0,1.092011
vdjdb_full_2074,5.09801,14.1,2.3963072,5.1,1.9,8.0,0.4826989619377163,0.0,1.5358131
vdjdb_full_2081,2.7056327,8.4,1.31679,2.5,1.1,4.4,0.9314285714285714,0.0,0.7836734
vdjdb_full_2085,3.0635102,10.8,1.7238398,2.6,1.4,5.4,0.876734693877551,0.0,1.2039185
vdjdb_full_2093,4.127469,13.9,2.4549084,3.9,1.2,7.3,0.6504629629629629,0.0,1.3962963
vdjdb_full_2096,5.5165005,18.6,3.7575097,4.9,1.2,10.109998,0.5075,0.03,1.9120002
vdjdb_full_21,2.0921874,9.2,1.1583145,2.0,0.9,3.2,0.9704861111111112,0.0,0.5704862
vdjdb_full_2102,3.5853994,10.7,1.7289354,3.3,1.5,5.9,0.8099173553719008,0.0,1.3114784
vdjdb_full_2109,2.0731995,5.3,0.7523614,2.1,1.1,3.0,0.9986149584487535,0.0,0.41398892
vdjdb_full_2118,2.7133334,10.9,1.5374078,2.4,1.2,4.2,0.9333333333333333,0.0,1.0564444
vdjdb_full_2126,6.6656637,20.8,3.7226846,6.7,2.0,11.1,0.36574074074074076,0.029320987654320986,2.5094135
vdjdb_full_2131,5.513111,17.0,3.131252,5.3,1.8,9.5,0.4505723204994797,0.008324661810613945,1.8840792
vdjdb_full_2136,4.553352,17.6,2.7460215,4.0,1.5,8.319995,0.6703397612488522,0.0036730945821854912,1.8879706
vdjdb_full_2139,3.4738777,27.5,3.7670758,2.3,1.1,6.5599976,0.8342857142857143,0.0236734693877551,2.1960816
vdjdb_full_2140,5.4248266,16.1,2.8040717,5.1,1.75,9.3,0.46972318339100344,0.0017301038062283738,2.120588
vdjdb_full_2141,2.7857144,8.0,1.3596312,2.5,1.2,4.7,0.9170918367346939,0.0,0.8484693
vdjdb_full_2142,4.7815742,14.2,2.3694782,4.7,1.8,7.8,0.5579584775086506,0.0,1.4769896
vdjdb_full_2145,2.2272959,5.9,0.94201523,2.1,1.0300003,3.5,0.9910714285714286,0.0,0.50306123
vdjdb_full_2152,4.3227506,20.9,3.0904126,3.5,1.5,8.3,0.726643598615917,0.012975778546712802,2.2700694
vdjdb_full_2153,4.26584,16.4,2.784812,3.7,1.5,7.719995,0.7180899908172635,0.004591368227731864,1.8407713
vdjdb_full_2156,2.8503826,10.4,1.7452048,2.4,1.2,5.1,0.8941326530612245,0.0,1.222704
vdjdb_full_2164,2.8353808,7.9,1.1669034,2.7,1.3499999,4.3500004,0.9463667820069204,0.0,0.73615915
vdjdb_full_2168,3.647578,13.5,1.9156529,3.4,1.4,5.9,0.8252595155709342,0.0,1.3695501
vdjdb_full_2198,4.1906123,10.9,2.0874202,4.2,1.4,7.0,0.6391836734693878,0.0,0.8011428
vdjdb_full_2199,3.0079584,11.4,1.6943747,2.7,1.2,4.95,0.8996539792387543,0.0,1.2505192
vdjdb_full_223,3.8562503,12.9,2.1387606,3.4,1.3,6.7,0.759765625,0.0,1.8277344
vdjdb_full_2235,3.7062445,14.6,2.2226105,3.3,1.3,6.5,0.8154269972451791,0.0,1.5843894
vdjdb_full_2241,2.910108,10.3,1.5094244,2.7,1.2,4.7,0.9197530864197531,0.0,0.9322531
vdjdb_full_2248,2.7140496,8.2,1.1384325,2.6,1.3,4.1,0.953168044077135,0.0,0.6960514
vdjdb_full_2253,3.3145063,15.9,2.3325438,2.8,1.25,5.5,0.8765432098765432,0.0007716049382716049,1.3734568
vdjdb_full_2261,5.494726,17.9,3.4475808,5.0,1.7,10.5,0.498046875,0.01953125,2.4273436
vdjdb_full_2309,2.5422406,10.0,1.3026204,2.3,1.2,4.019995,0.9476584022038568,0.0,0.8629936
vdjdb_full_2327,3.0892246,11.3,1.6895062,2.8,1.3,5.1,0.889795918367347,0.0,1.2171428
vdjdb_full_2349,4.297429,14.3,2.253668,4.1,1.4,7.1,0.6446280991735537,0.0,1.2093664
vdjdb_full_2359,3.3813477,14.9,2.5649824,2.6,1.2,6.969995,0.85546875,0.0,1.7044921
vdjdb_full_2360,2.1320002,6.8,0.89924484,2.0,1.1,3.3,0.9926530612244898,0.0,0.476898
vdjdb_full_2370,4.055755,11.6,1.9425466,3.9,1.5,6.7,0.72,0.0,1.2912654
vdjdb_full_2372,4.072754,16.4,3.0298595,3.4,1.2,8.169995,0.7177734375,0.0087890625,2.140039
vdjdb_full_2387,3.7715821,14.0,2.0290718,3.4,1.5,6.269995,0.7958984375,0.0,1.474414
vdjdb_full_2405,4.9723268,16.6,3.0914564,4.5,1.3,9.3,0.5885714285714285,0.004897959183673469,1.6099592
vdjdb_full_2409,2.1334486,6.2,0.91698897,2.0,1.1,3.3,0.989612188365651,0.0,0.5771468
vdjdb_full_2417,4.083472,14.4,2.2891412,3.9,1.4,7.0,0.7384066587395958,0.0,1.500119
vdjdb_full_2431,2.6592653,8.4,1.1551614,2.6,1.3,4.1,0.9567346938775511,0.0,0.603102
vdjdb_full_2434,4.2998366,16.8,2.8111787,3.7,1.4,7.9599977,0.6742857142857143,0.004897959183673469,1.8555102
vdjdb_full_2454,2.1679933,7.6,1.038371,1.9,1.1,3.5,0.976643598615917,0.0,0.6103806
vdjdb_full_2474,2.072973,6.9,0.89928955,1.9,1.1,3.2,0.9831994156318481,0.0,0.47231555
vdjdb_full_2504,3.6836665,12.3,1.931991,3.6,1.3,6.0,0.7933333333333333,0.0,1.0139999
vdjdb_full_2537,4.86304,16.3,2.7272627,4.5,1.7,8.35,0.5833333333333334,0.0038580246913580245,1.9297839
vdjdb_full_2548,3.4370244,13.2,2.162434,3.0,1.3,6.0,0.8538062283737025,0.0,1.3871974
vdjdb_full_2550,3.082449,21.2,2.6546123,2.6,1.4,4.5,0.9346938775510204,0.017959183673469388,1.1062857
vdjdb_full_2559,5.392052,16.4,2.7505426,5.4,1.8,8.8,0.42978395061728397,0.004629629629629629,1.8983027
vdjdb_full_2565,3.0935507,26.6,3.2474618,2.2,1.1,5.5,0.8710204081632653,0.019591836734693877,1.6852244
vdjdb_full_2578,5.0488524,24.8,4.1015105,4.1,1.2,9.819995,0.5858585858585859,0.03213957759412305,2.4624426
vdjdb_full_2579,2.3832467,8.9,1.119369,2.2,1.1,3.7,0.9687825182101977,0.0,0.6628512
vdjdb_full_2597,5.3344874,21.6,3.303874,4.8,1.7,9.2,0.5235457063711911,0.02146814404432133,2.0822716
vdjdb_full_2602,4.5172634,21.8,3.4111624,3.8,1.6,7.3,0.71900826446281,0.030303030303030304,2.0912764
vdjdb_full_2604,4.3350782,17.2,3.0766068,3.6,1.3,8.9,0.71900826446281,0.0073461891643709825,2.2492194
vdjdb_full_2607,6.1631637,15.5,3.12171,6.4,1.8,10.1,0.3610822060353798,0.001040582726326743,1.7814776
vdjdb_full_2608,3.754694,15.8,2.6405127,3.1,1.3,6.9,0.7942857142857143,0.0024489795918367346,1.7004082
vdjdb_full_2638,2.1282406,12.3,1.5830815,1.7,1.05,3.2,0.9328703703703703,0.0,0.99691355
vdjdb_full_2665,3.3603806,13.5,2.2761145,2.7,1.3,6.45,0.8382352941176471,0.0,1.6346021
vdjdb_full_2674,4.427219,21.0,3.5966153,3.1,1.4,9.7,0.7080867850098619,0.024326101249178174,2.4220908
vdjdb_full_2678,3.1155102,16.5,2.0399652,2.6,1.3400002,5.6,0.8751020408163265,0.0008163265306122449,1.5054693
vdjdb_full_2679,2.0133674,11.8,1.4467831,1.6,1.0,3.0199952,0.9422936449963477,0.0,0.92549306
vdjdb_full_2708,1.9815193,9.2,1.1810231,1.7,1.0,3.0,0.9547114682249818,0.0,0.77238864
vdjdb_full_2720,2.0940588,10.1,1.2646989,1.8,1.1,3.1,0.9513888888888888,0.0,0.84367275
vdjdb_full_2733,2.6449828,11.4,1.6644671,2.1,1.2,5.0,0.8979238754325259,0.0,1.2121106
vdjdb_full_2737,2.1471145,11.7,1.4493622,1.8,1.1,3.4,0.9415631848064281,0.0,0.96683717
vdjdb_full_28,2.8941326,12.0,1.633394,2.6,1.1,4.7,0.9107142857142857,0.0,1.1520407
vdjdb_full_2819,2.1273923,11.8,1.489153,1.7,1.0,3.3,0.9415631848064281,0.0,0.9744339
vdjdb_full_2821,2.3460648,9.9,1.3682635,2.0,1.1,4.0,0.9459876543209876,0.0,0.94058645
vdjdb_full_2856,3.3044899,15.1,2.3699245,2.6,1.3,6.4,0.8448979591836735,0.0008163265306122449,1.6326531
vdjdb_full_2860,2.146238,11.0,1.4191488,1.8,1.1,3.2,0.9444850255661067,0.0,0.87947404
vdjdb_full_2863,2.3043828,10.8,1.4370995,1.9,1.1,4.2,0.9371804236669101,0.0,1.022206
vdjdb_full_2884,2.1320672,9.9,1.262484,1.8,1.1,3.3,0.9503287070854638,0.0,0.8309715
vdjdb_full_2890,2.65629,10.2,1.7014873,2.1,1.2,5.2,0.8898071625344353,0.0,1.2350781
vdjdb_full_29,2.327832,6.2,0.94080496,2.3,1.1,3.5,0.9853515625,0.0,0.4876953
vdjdb_full_290,5.379222,16.8,2.8714342,5.1,1.5,9.0,0.4911111111111111,0.0022222222222222222,2.3042223
vdjdb_full_2906,4.980277,14.7,2.7723157,5.0,1.5,8.45,0.48961937716262977,0.0,1.7439448
vdjdb_full_2933,2.7729936,11.8,1.5733739,2.4,1.2,4.7,0.9189814814814815,0.0,1.0185186
vdjdb_full_2962,2.014171,10.8,1.472818,1.6,1.0,3.0199952,0.9408327246165084,0.0,0.917458
vdjdb_full_2970,2.1256943,11.0,1.3472865,1.8,1.1,3.2,0.9483024691358025,0.0,0.8733025
vdjdb_full_2977,2.2814462,13.7,1.6897423,1.9,1.1,3.4,0.9313367421475529,0.0,1.0312636
vdjdb_full_2983,2.166545,10.6,1.3003027,1.9,1.1,3.3,0.9503287070854638,0.0,0.8575603
vdjdb_full_2992,2.7897377,12.2,1.7085283,2.4,1.3,4.8,0.9074074074074074,0.0,1.1804012
vdjdb_full_30,4.9657955,19.3,3.2698596,4.5,1.3,9.3,0.5804081632653061,0.0163265306122449,2.3136327
vdjdb_full_3059,1.9304011,9.0,1.134382,1.7,1.0,2.9,0.9614197530864198,0.0,0.7453704
vdjdb_full_3087,4.120756,17.2,2.5979533,3.5,1.4,7.5,0.7592592592592593,0.007716049382716049,1.9140433
vdjdb_full_31,2.8543208,8.5,1.4115382,2.7,1.1,4.6,0.9176954732510288,0.0,0.9497943
vdjdb_full_3116,1.9151204,9.5,1.22055,1.6,1.0,2.8,0.9547114682249818,0.0,0.7742878
vdjdb_full_316,4.120898,13.7,2.0425403,3.9,1.7,6.7,0.7085714285714285,0.0,1.7497143
vdjdb_full_3181,2.2001112,8.8,1.0713491,2.0,1.1,3.3,0.97,0.0,0.6388889
vdjdb_full_3193,3.8545847,18.5,3.0589657,2.8,1.3,8.1,0.7707612456747405,0.010380622837370242,2.1378891
vdjdb_full_3194,3.595102,16.6,2.6129522,2.8,1.3,7.2599974,0.8122448979591836,0.004081632653061225,1.8191019
vdjdb_full_323,5.7696333,20.4,3.474268,5.1,1.9,10.7,0.4742857142857143,0.02122448979591837,2.870204
vdjdb_full_3237,3.4529843,15.8,2.5078852,2.7,1.3,7.0,0.8172635445362718,0.0009182736455463728,1.6710744
vdjdb_full_3260,3.5797088,17.4,2.8322582,2.6,1.2,7.5,0.806786703601108,0.006925207756232687,1.9937673
vdjdb_full_3283,3.049954,14.6,2.3658078,2.2,1.2,6.219995,0.852157943067034,0.0,1.6870524
vdjdb_full_3287,4.150875,19.2,3.1780062,3.1,1.4,8.5,0.7125,0.014375,2.046
vdjdb_full_3355,3.2084482,12.2,2.1481156,2.5,1.3,6.3199954,0.8402203856749312,0.0,1.5232323
vdjdb_full_3364,4.1234713,20.8,3.544446,2.8,1.3,8.8,0.7416173570019724,0.023668639053254437,2.2319527
vdjdb_full_3396,2.118827,12.8,1.5974615,1.7,1.0,3.1,0.9351851851851852,0.0,1.0037037
vdjdb_full_3401,3.1471145,15.9,2.3401365,2.4,1.2,6.2,0.8597516435354273,0.0014609203798392988,1.5354273
vdjdb_full_3433,2.0242283,11.5,1.4491801,1.7,1.0,3.0,0.9429012345679012,0.0,0.8969135
vdjdb_full_3466,2.1532507,11.3,1.4422934,1.8,1.1,3.2,0.9415631848064281,0.0,0.91512054
vdjdb_full_3498,3.103878,11.9,1.8629754,2.6,1.2,5.7,0.853185595567867,0.0,1.3684211
vdjdb_full_35,1.8158399,4.2,0.65543044,1.8,0.9,2.7,1.0,0.0,0.29472
vdjdb_full_3514,2.9824073,14.3,1.8658974,2.5,1.2,5.25,0.8819444444444444,0.0,1.0611111
vdjdb_full_3516,2.2470157,8.9,1.2656415,1.9,1.1,4.0,0.953168044077135,0.0,0.91129476
vdjdb_full_3518,1.9486883,11.1,1.469667,1.6,1.0,2.85,0.9429012345679012,0.0,0.9078705
vdjdb_full_3547,3.3955882,13.5,2.3601007,2.6,1.3,7.05,0.8114186851211073,0.0,1.6904845
vdjdb_full_3553,3.7545846,16.2,2.975864,2.6,1.3,7.8500004,0.7794117647058824,0.004325259515570935,2.0690312
vdjdb_full_3573,2.4932797,13.5,1.6800549,2.0,1.2,4.3,0.9196493791088386,0.0,1.138203
vdjdb_full_3596,2.4667585,10.9,1.4406523,2.1,1.2,4.4,0.9302112029384757,0.0,1.001102
vdjdb_full_36,4.0995884,18.3,2.55927,3.7,1.3,7.2,0.7393689986282579,0.0054869684499314125,1.9835391
vdjdb_full_3663,2.2033179,13.3,1.7042512,1.7,1.0,3.4,0.9290123456790124,0.0,1.0757717
vdjdb_full_3687,3.7179377,17.0,2.8415177,2.7,1.3,7.7,0.768125,0.004375,1.9856251
vdjdb_full_3689,2.1820216,10.4,1.3226455,1.9,1.1,3.4,0.9475308641975309,0.0,0.8408951
vdjdb_full_3692,2.1317904,10.8,1.3745792,1.8,1.1,3.2,0.9444444444444444,0.0,0.9018519
vdjdb_full_3698,2.8415625,13.2,1.9953958,2.2,1.2,5.4,0.883125,0.0,1.331875
vdjdb_full_37,2.3237305,8.7,1.1632614,2.1,1.1,3.7,0.9609375,0.0,0.78808594
vdjdb_full_3727,2.0329437,11.3,1.4654492,1.7,1.0,3.0,0.9422936449963477,0.0,0.9199416
vdjdb_full_3788,2.225128,14.0,1.7002504,1.8,1.1,3.2199953,0.9320672023374726,0.0,1.042805
vdjdb_full_3791,3.073257,13.7,2.1283877,2.4,1.2,5.9,0.854318418314256,0.0,1.5050989
vdjdb_full_3842,1.9510592,9.2,1.1608984,1.7,1.0,3.0,0.956172388604821,0.0,0.744485
vdjdb_full_3853,2.5621972,10.9,1.6383905,2.1,1.2,4.55,0.916955017301038,0.0,1.0915226
vdjdb_full_3882,2.1423666,11.2,1.4684217,1.8,1.1,3.2,0.9393718042366691,0.0,0.9415632
vdjdb_full_3898,2.0561728,11.7,1.5156006,1.6,1.0,3.0,0.9367283950617284,0.0,0.95648146
vdjdb_full_3899,2.0451424,9.3,1.1683463,1.8,1.1,3.1,0.9569028487947406,0.0,0.7593864
vdjdb_full_3901,2.5914352,12.4,1.5787005,2.2,1.1500001,4.2,0.9382716049382716,0.0,1.0124999
vdjdb_full_3932,1.9378377,11.1,1.4089404,1.6,1.0,2.7,0.9444850255661067,0.0,0.8734843
vdjdb_full_3942,3.144777,12.6,2.115335,2.5,1.3,6.1,0.8575602629656683,0.0,1.4658874
vdjdb_full_4004,2.1384223,11.4,1.4334975,1.8,1.1,3.2199953,0.9430241051862673,0.0,0.92432433
vdjdb_full_4062,2.1960554,12.1,1.5362337,1.8,1.1,3.2,0.9371804236669101,0.0,0.9525201
vdjdb_full_4082,4.332133,20.1,3.3804114,3.2,1.4,9.069995,0.7146814404432132,0.018698060941828253,2.264266
vdjdb_full_4083,2.9944637,12.1,1.724835,2.6,1.3,5.1,0.8849480968858131,0.0,1.1349481
vdjdb_full_4092,2.209105,13.7,1.6376389,1.8,1.1,3.3,0.9344135802469136,0.0,1.0475309
vdjdb_full_4096,3.8722658,18.3,3.0326595,2.9,1.3,8.069995,0.76953125,0.0107421875,2.0441406
vdjdb_full_41,5.273465,16.1,2.7872336,5.5,1.4,8.6,0.4380853277835588,0.002081165452653486,1.7327784
vdjdb_full_4111,3.6563184,15.4,2.684774,2.8,1.3,7.73999,0.7881665449233016,0.0007304601899196494,1.8917457
vdjdb_full_4121,2.1600308,12.7,1.5894157,1.7,1.0,3.25,0.9367283950617284,0.0,0.99413574
vdjdb_full_4141,3.4562283,17.2,2.8338575,2.4,1.3,7.3500004,0.8122837370242214,0.005190311418685121,1.919031
vdjdb_full_4164,3.101662,12.3,1.9197032,2.6,1.2,5.769995,0.853185595567867,0.0,1.36482
vdjdb_full_4165,2.4781592,14.0,1.7233322,2.0,1.2,4.1,0.926953981008035,0.0,1.1003653
vdjdb_full_4177,2.2388117,13.3,1.6964555,1.8,1.1,3.35,0.9297839506172839,0.0,1.0603395
vdjdb_full_4217,1.9848765,10.5,1.3312147,1.6500001,1.0,3.0,0.9475308641975309,0.0,0.8567901
vdjdb_full_4218,1.9462965,10.8,1.4114507,1.6,1.0,2.85,0.9452160493827161,0.0,0.8805555
vdjdb_full_4230,2.1465278,10.8,1.378171,1.8,1.1,3.2,0.9452160493827161,0.0,0.90385807
vdjdb_full_4232,2.128395,11.5,1.446973,1.8,1.1,3.1,0.9429012345679012,0.0,0.9333334
vdjdb_full_4255,2.1,9.7,1.2131863,1.8,1.1,3.3,0.9604578563995838,0.0,0.7952133
vdjdb_full_4256,1.9844134,9.2,1.1634297,1.7,1.0,3.0,0.9606481481481481,0.0,0.75524694
vdjdb_full_4273,3.3043158,18.0,2.6843576,2.4,1.3,6.8,0.8365472910927456,0.005509641873278237,1.8736455
vdjdb_full_43,5.2890134,17.8,3.3871896,5.1,1.2,9.8,0.4731833910034602,0.01903114186851211,2.434429
vdjdb_full_4300,2.044485,11.2,1.4288893,1.7,1.0,3.0,0.943754565376187,0.0,0.9006574
vdjdb_full_4305,2.0185184,9.6,1.1910207,1.7,1.05,3.0,0.9575617283950617,0.0,0.77623457
vdjdb_full_4338,1.9783179,9.9,1.2884281,1.7,1.0,3.0,0.9506172839506173,0.0,0.8004629
vdjdb_full_4340,2.145139,12.3,1.5824339,1.7,1.1,3.2,0.933641975308642,0.0,1.0060185
vdjdb_full_4350,4.149796,19.9,3.5509288,2.9,1.4,8.8,0.7379591836734694,0.025306122448979593,2.291755
vdjdb_full_4407,2.9355102,11.0,1.8097931,2.4,1.3,5.5,0.8718367346938776,0.0,1.2741225
vdjdb_full_4428,2.2115414,12.9,1.5844427,1.8,1.1,3.3,0.9357195032870709,0.0,0.9899196
vdjdb_full_4442,2.3036523,10.2,1.3283616,2.0,1.2,3.5199952,0.9452154857560263,0.0,0.8936449
vdjdb_full_4456,2.766358,10.8,1.7575176,2.2,1.2,5.45,0.878858024691358,0.0,1.3234569
vdjdb_full_4461,2.039591,11.3,1.498515,1.6,1.0,3.0199952,0.9393718042366691,0.0,0.93235934
vdjdb_full_4469,1.9742283,9.1,1.1593351,1.7,1.0,3.0,0.9575617283950617,0.0,0.7466049
vdjdb_full_4493,3.8322666,16.0,2.7687838,2.9,1.4,7.9,0.7690311418685121,0.0017301038062283738,1.9690311
vdjdb_full_45,3.5302808,14.7,2.373551,2.9,1.3,7.1,0.8376690946930281,0.0,1.6919875
vdjdb_full_4531,4.0660625,20.8,3.7404068,2.4,1.2,9.1,0.735,0.029375,2.523125
vdjdb_full_4536,3.6620498,17.7,2.7066042,2.8,1.3,7.2,0.7943213296398892,0.004847645429362881,1.8576176
vdjdb_full_4540,2.0154126,9.9,1.2117289,1.7,1.1,3.0,0.9547114682249818,0.0,0.78290725
vdjdb_full_4590,2.0351853,9.9,1.2762659,1.7,1.0,3.05,0.9498456790123457,0.0,0.80493826
